author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/303456153/;Москва;sale;flat;3;31;1;10.7;3050000;Южное Бутово; Поляны;5;Улица Скобелевская;Эталон-Сити
Апарт Resalting;real_estate_agent;https://www.cian.ru/sale/flat/297949797/;Москва;sale;flat;3;6;2;31.7;6600000;Чертаново Северное;Варшавское шоссе;125;Южная;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/303067736/;Москва;sale;flat;2;9;1;34.1;8423000;;;;Кедровая;Новые Ватутинки, мкр. Заречный
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/303779112/;Москва;sale;flat;16;17;1;38.2;9400000;Орехово-Борисово Южное;Гурьевский проезд;31К2;Зябликово;
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/301449141/;Москва;sale;flat;21;22;2;39.9;11700000;; Картмазовские Пруды;2к3;Филатов Луг;Филатов луг
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/304581011/;Москва;sale;flat;2;25;2;41.3;12000000;Орехово-Борисово Южное;Ясеневая ;12к2;Домодедовская;Ясеневая 14
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304478130/;Москва;sale;flat;15;22;1;38.3;12000000;Текстильщики; Малышева;13К3;Волжская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303865036/;Москва;sale;flat;10;12;1;32.7;12700000;Савеловский;Башиловская ;21;Дмитровская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303106221/;Москва;sale;flat;5;12;2;46.0;12800000;Зюзино;Болотниковская ;33к1А;Каховская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304875969/;Москва;sale;flat;30;34;2;57.9;14800000;Западное Дегунино;Базовская ;15Бк2;Грачёвская;Бусиновский парк
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/sale/flat/304430253/;Москва;sale;flat;6;9;2;43.0;15000000;Марьина роща;Октябрьская ;89;Марьина Роща;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304652800/;Москва;sale;flat;7;19;2;54.9;17000000;Хорошево-Мневники; Мневники;21;Народное Ополчение;
Доступная Недвижимость. 8 отдел;real_estate_agent;https://www.cian.ru/sale/flat/304741568/;Москва;sale;flat;7;7;1;43.0;17000000;Таганский;Нижегородская ;32С3;Калитники;Loft FM
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303455201/;Москва;sale;flat;5;17;2;53.0;17250000;Чертаново Южное;Варшавское шоссе;152К3;Улица Академика Янгеля;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294078191/;Москва;sale;flat;11;22;1;39.4;17500000;Печатники;Южнопортовая ;42;Печатники;Portland
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/304229312/;Москва;sale;flat;5;24;2;54.7;18000000;Обручевский; Обручева;5А;Новаторская;
Ольга Медведева;realtor;https://www.cian.ru/sale/flat/303617097/;Москва;sale;flat;5;25;2;52.5;18500000;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;
ID 100604708;homeowner;https://www.cian.ru/sale/flat/304580833/;Москва;sale;flat;3;9;2;43.0;18600000;Хорошево-Мневники; Народного Ополчения;20К1;Народное Ополчение;
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/300595799/;Москва;sale;flat;8;27;1;38.0;18900000;Лефортово; Крузенштерна;12к2;Авиамоторная;Символ
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/297399941/;Москва;sale;flat;2;9;1;31.2;18900000;Хамовники;Комсомольский проспект;23/7;Фрунзенская;
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/297952059/;Москва;sale;flat;18;22;1;43.0;19300000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380366/;Москва;sale;flat;17;19;1;39.5;20816500;Щукино; Ротмистрова;2;Октябрьское поле;Театральный квартал
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/sale/flat/301847008/;Москва;sale;flat;2;21;2;46.0;21500000;Хорошевский;9Ак1;9Ак1;Зорге;Зорге 9 ЖК
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301789083/;Москва;sale;flat;2;14;1;40.5;21600000;Южнопортовый;Сосинская ;43;Волгоградский проспект;Champine
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303791774/;Москва;sale;flat;2;5;2;55.0;21900000;Южное Тушино;проезд Досфлота;12;Сходненская;Досфлота, 10
Главстрой;developer;https://www.cian.ru/sale/flat/298342644/;Москва;sale;flat;5;20;1;41.0;22578987;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304424497/;Москва;sale;flat;5;34;1;38.0;24900000;Обручевский; Обручева;23к3;Воронцовская;Ever
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/296522785/;Москва;sale;flat;15;20;1;50.0;26000000;Раменки;Кинематографический кв-л;;Аминьевская;Событие ЖК
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/297486676/;Москва;sale;flat;2;9;2;41.4;26335000;Хамовники;Комсомольский проспект;23/7;Фрунзенская;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304050748/;Москва;sale;flat;18;38;2;65.0;26500000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
FORTE GROUP;real_estate_agent;https://www.cian.ru/sale/flat/294502873/;Москва;sale;flat;20;30;2;56.9;27500000;Хорошево-Мневники;бульвар Генерала Карбышева;11;Народное Ополчение;Union Park
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304380459/;Москва;sale;flat;4;13;2;52.0;29850000;Покровское-Стрешнево;Волоколамское шоссе;71/13к1;Спартак;Holland park
Мангазея;developer;https://www.cian.ru/sale/flat/304059546/;Москва;sale;flat;4;41;2;72.6;29976540;Даниловский;Большая Тульская ;10С5;Тульская;Мангазея на Тульской
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304306377/;Москва;sale;flat;19;31;1;46.64;32537000;Даниловский; Виктора Маслова;2;Автозаводская;RiverSky
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/304541345/;Москва;sale;flat;12;14;2;50.0;32690000;Раменки;проспект Генерала Дорохова;39к1;Минская;Собрание клубных домов West Garden
Dominanta;developer;https://www.cian.ru/sale/flat/303086921/;Москва;sale;flat;40;41;1;45.52;35278000;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/sale/flat/302028306/;Москва;sale;flat;21;26;2;87.0;37000000;Хорошевский;проезд Березовой Рощи;12;ЦСКА;Гранд-парк
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/302153617/;Москва;sale;flat;8;14;2;70.6;39980000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303476125/;Москва;sale;flat;13;40;2;47.3;41150000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/294659263/;Москва;sale;flat;2;22;2;80.0;42000000;Хорошево-Мневники;3-я Хорошевская ;27к3;Октябрьское поле;Хорошевский
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/302902357/;Москва;sale;flat;15;40;2;48.0;43900000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
VOS HOD;developer;https://www.cian.ru/sale/flat/300560410/;Москва;sale;flat;13;17;2;69.0;45408900;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/304635174/;Москва;sale;flat;2;37;2;68.8;47000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Dominanta;developer;https://www.cian.ru/sale/flat/300728892/;Москва;sale;flat;39;41;2;65.69;48446375;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303769583/;Москва;sale;flat;27;41;2;70.0;53900000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
SKOLKOVO НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/302032207/;Москва;sale;flat;4;8;1;54.0;70000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
ID 413522;realtor;https://www.cian.ru/sale/flat/304381050/;Москва;sale;flat;8;14;2;100.0;110900000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/299319262/;Москва;sale;flat;5;8;2;122.1;154578600;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
Евгений Блинников;realtor;https://www.cian.ru/sale/flat/304393861/;Москва;sale;flat;1;9;1;22.0;7750000;Даниловский;5-й Рощинский проезд;7/8;Тульская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301379769/;Москва;sale;flat;16;17;1;30.9;8500000;Бирюлево Восточное;6-я Радиальная ;7;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301379771/;Москва;sale;flat;11;24;1;36.1;9000000;Бирюлево Восточное;6-я Радиальная ;7;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301752285/;Москва;sale;flat;16;17;1;38.3;9000000;Бирюлево Восточное;6-я Радиальная ;вл7к30;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301675716/;Москва;sale;flat;4;5;1;30.3;9300000;Богородское;проезд 3-й Подбельского;14К2;Бульвар Рокоссовского;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303817633/;Москва;sale;flat;5;18;1;34.7;9300000;Бирюлево Восточное;6-я Радиальная ;7/6к2;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302287785/;Москва;sale;flat;4;16;1;36.6;9400000;Ярославский;Ярославское шоссе;114К2;ВДНХ;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302100689/;Москва;sale;flat;12;12;2;48.1;9799000;; Харлампиева;44;Филатов Луг;Спортивный квартал
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302173473/;Москва;sale;flat;5;5;1;32.1;9799000;Перово; Металлургов;17;Перово;
Омега-Эстейт;real_estate_agent;https://www.cian.ru/sale/flat/304782103/;Москва;sale;flat;8;9;1;32.0;9900000;Ростокино;Ростокинская ;5К1;Ростокино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300009662/;Москва;sale;flat;15;16;1;38.0;9900000;Отрадное;Юрловский проезд;1;Отрадное;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299115293/;Москва;sale;flat;4;9;2;37.0;10200000;Перово; Металлургов;2;Перово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301567601/;Москва;sale;flat;10;14;1;41.0;10150000;Зябликово;Кустанайская ;7К4;Красногвардейская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297406817/;Москва;sale;flat;2;15;1;40.3;10300000;Молжаниновский;Ленинградское шоссе;228к3;Молжаниново;1-й Ленинградский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304380466/;Москва;sale;flat;1;4;1;30.2;10300000;Текстильщики;Саратовская ;12/2;Текстильщики;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303688380/;Москва;sale;flat;1;18;1;44.0;10490000;Гольяново;Камчатская ;4к2;Щёлковская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304380469/;Москва;sale;flat;4;5;1;30.0;10500000;Новогиреево;Свободный проспект;39К2;Новогиреево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303579738/;Москва;sale;flat;12;16;2;51.0;10599000;Южное Бутово;2-я Мелитопольская ;5К1;Бутово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302855087/;Москва;sale;flat;10;12;1;38.7;10600000;Люблино; Маршала Кожедуба;16К1;Люблино;
ID 105981726;homeowner;https://www.cian.ru/sale/flat/302409600/;Москва;sale;flat;8;9;1;52.0;10600000;; Семена Гордого;5;Крёкшино;
Мария Бахарева;realtor;https://www.cian.ru/sale/flat/304011739/;Москва;sale;flat;8;9;1;35.0;10650000;Северное Измайлово;Щелковское шоссе;90;Щёлковская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302799515/;Москва;sale;flat;1;9;2;44.6;10900000;Марьино;Новочеркасский бульвар;1;Курьяново;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/303861952/;Москва;sale;flat;3;5;1;40.7;10900000;Южное Тушино; Василия Петушкова;20к1;Трикотажная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303297071/;Москва;sale;flat;6;14;1;35.1;10950000;Лосиноостровский; Коминтерна;26К2;Бабушкинская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303480515/;Москва;sale;flat;5;17;2;54.0;10900000;Южное Бутово;2-я Мелитопольская ;15;Бутово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303304316/;Москва;sale;flat;1;9;2;47.1;10999000;Выхино-Жулебино; Чугунные Ворота;21К4;Юго-Восточная;
Омега-Эстейт;real_estate_agent;https://www.cian.ru/sale/flat/303983520/;Москва;sale;flat;13;17;1;37.6;11000000;; Бачуринская;7к2;Коммунарка;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302218882/;Москва;sale;flat;4;12;2;45.6;11000000;Выхино-Жулебино; Хлобыстова;16К1;Выхино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304619781/;Москва;sale;flat;6;9;2;45.0;11100000;Ярославский;Федоскинская ;3;Улица Сергея Эйзенштейна;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302503912/;Москва;sale;flat;2;14;1;38.7;11200000;Марьино;Новочеркасский бульвар;36;Марьино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301380768/;Москва;sale;flat;6;18;2;52.1;11500000;Некрасовка; Вертолетчиков;21к5;Некрасовка;мой адрес На Вертолетчиков
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303754904/;Москва;sale;flat;6;9;2;42.2;11700000;Богородское;бульвар Маршала Рокоссовского;32;Бульвар Рокоссовского;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304490630/;Москва;sale;flat;14;22;1;38.3;11690000;Можайский;Беловежская ;37;Сетунь;
ID 11038324;homeowner;https://www.cian.ru/sale/flat/303545628/;Москва;sale;flat;1;12;1;40.0;11900000;Бибирево;Мурановская ;21А;Алтуфьево;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304620333/;Москва;sale;flat;10;31;1;39.6;12000000;Марьино;Донецкая ;34к3;Курьяново;Домашний
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301267140/;Москва;sale;flat;3;5;2;43.0;12500000;Кузьминки;Волгоградский проспект;129;Кузьминки;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304085937/;Москва;sale;flat;16;17;1;38.0;12800000;Марьино; Маршала Голованова;1;Марьино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297908781/;Москва;sale;flat;2;10;1;35.5;12855000;Академический; Шверника;7;Академическая;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304497551/;Москва;sale;flat;4;16;2;52.0;13200000;Люблино;Краснодонская ;10;Волжская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302954065/;Москва;sale;flat;12;30;1;36.7;13600000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303734425/;Москва;sale;flat;4;12;2;44.9;13700000;Можайский;Гродненская ;4К2;Кунцевская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304189626/;Москва;sale;flat;8;12;1;39.0;13990000;Свиблово; Амундсена;5;Свиблово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301804694/;Москва;sale;flat;13;13;1;42.3;14399999;Коньково; Введенского;5;Беляево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301853939/;Москва;sale;flat;7;12;2;53.9;14300000;Зябликово; Мусы Джалиля;14К1;Шипиловская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300386282/;Москва;sale;flat;1;9;2;42.3;14400000;Очаково-Матвеевское;Матвеевская ;42К1;Давыдково;
Екатерина Минибаева;realtor;https://www.cian.ru/sale/flat/303999228/;Москва;sale;flat;4;9;2;43.0;14800000;Ясенево;Литовский бульвар;11К5;Ясенево;
Мария Бахарева;realtor;https://www.cian.ru/sale/flat/304324057/;Москва;sale;flat;6;9;2;40.0;14900000;Южнопортовый; Трофимова;19К1;Кожуховская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302515492/;Москва;sale;flat;4;5;2;55.5;14950000;Соколиная гора; Бориса Жигуленкова;19;Соколиная гора;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304322350/;Москва;sale;flat;18;23;1;42.1;15000000;Рязанский;Окская ;1К1;Кузьминки;
Офис Гид;real_estate_agent;https://www.cian.ru/sale/flat/304522700/;Москва;sale;flat;17;22;2;57.3;15150000;Ясенево;Литовский бульвар;1;Ясенево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302799503/;Москва;sale;flat;21;21;1;39.8;15100000;Новогиреево;Свободный проспект;25/27;Новогиреево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303305372/;Москва;sale;flat;4;9;2;38.0;15300000;Покровское-Стрешнево;Волоколамское шоссе;49;Щукинская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303962581/;Москва;sale;flat;11;33;1;31.7;15290000;Очаково-Матвеевское;Очаковское шоссе;5к4;Давыдково;Матвеевский парк
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303018550/;Москва;sale;flat;14;25;2;40.9;15350000;Марьино;Донецкая ;30к2;Курьяново;Домашний
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303027811/;Москва;sale;flat;8;9;2;37.1;15500000;Раменки;Мосфильмовская ;22;Поклонная;
ID 73628956;homeowner;https://www.cian.ru/sale/flat/304395808/;Москва;sale;flat;11;12;2;44.5;15650000;Можайский; Гришина;9;Рабочий посёлок;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304726586/;Москва;sale;flat;15;16;1;29.2;15800000;Филевский парк;Большая Филевская ;4;Фили;Only
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302292581/;Москва;sale;flat;3;12;1;38.9;15900000;Хорошевский; Острякова;9;Аэропорт;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303196152/;Москва;sale;flat;2;12;2;52.2;16200000;Чертаново Южное;Чертановская ;60К1;Улица Академика Янгеля;
FORMA;developer;https://www.cian.ru/sale/flat/298006529/;Москва;sale;flat;7;30;2;36.6;16479882;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299938064/;Москва;sale;flat;14;14;2;55.6;16700000;Кузьминки; Юных Ленинцев;57К1;Кузьминки;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302070180/;Москва;sale;flat;15;15;1;33.4;16800000;Покровское-Стрешнево;бульвар Небесный;1к1;Спартак;ÁLIA
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304498855/;Москва;sale;flat;15;17;2;52.0;16700000;Марьино; Маршала Голованова;7;Марьино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303117069/;Москва;sale;flat;13;16;2;54.0;16740000;Крылатское; Крылатские Холмы;30К3;Крылатское;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304251061/;Москва;sale;flat;4;19;1;41.0;17000000;Покровское-Стрешнево;Волоколамское шоссе;95/2;Трикотажная;City Bay
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301961569/;Москва;sale;flat;3;7;1;40.0;17000000;Таганский;Нижегородская ;32С3;Калитники;Loft FM
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303820019/;Москва;sale;flat;20;22;2;59.2;17499999;Обручевский; Обручева;19К3;Калужская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302919800/;Москва;sale;flat;7;14;2;53.0;17490000;Обручевский; Новаторов;40А;Новаторская;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/301859610/;Москва;sale;flat;13;24;1;36.8;17900000;Донской;;к3;Верхние котлы;Новоданиловская 8 ЖК
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302751658/;Москва;sale;flat;5;7;1;52.7;17900000;Басманный;Нижняя Красносельская ;35С2;Бауманская;Kleinhouse
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303770518/;Москва;sale;flat;4;9;1;36.0;18500000;Хамовники;Комсомольский проспект;25К3;Фрунзенская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303298256/;Москва;sale;flat;32;33;2;58.0;18499000;Западное Дегунино; Летчика Осканова;6;Верхние Лихоборы;Тринити-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304841621/;Москва;sale;flat;3;5;2;34.0;18900000;Басманный; Казакова;3С4;Курская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303032167/;Москва;sale;flat;11;12;2;0.9;18900000;Фили-Давыдково;Инициативная ;7К2;Давыдково;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301809453/;Москва;sale;flat;2;20;2;43.09;19600000;Даниловский;Автозаводская ;26;Тульская;FORST
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303480513/;Москва;sale;flat;35;35;1;47.0;19900000;Левобережный;Фестивальная ;29;Речной вокзал;Фестиваль Парк
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303480512/;Москва;sale;flat;35;35;1;47.0;19900000;Левобережный;Фестивальная ;29;Речной вокзал;Фестиваль парк-2
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304198938/;Москва;sale;flat;20;21;2;51.6;20500000;Коньково; Бутлерова;7Б;Калужская;Букинист
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299432509/;Москва;sale;flat;4;6;2;78.4;20500000;Измайлово;Измайловский бульвар;38;Первомайская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304528440/;Москва;sale;flat;1;13;2;50.5;21000000;Гагаринский;проспект 60-летия Октября;5К2;Ленинский проспект;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304779207/;Москва;sale;flat;4;29;1;46.3;21500000;Даниловский; Виктора Маслова;2;Автозаводская;RiverSky
Юлия Колесниченко;realtor;https://www.cian.ru/sale/flat/304553813/;Москва;sale;flat;20;27;2;38.0;21490000;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская;Вестердам
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304823371/;Москва;sale;flat;17;17;2;60.2;22000000;Зюзино;Болотниковская ;36к1;Каховская;Нахимово
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/296437093/;Москва;sale;flat;1;5;2;55.1;21900000;Южное Тушино;проезд Досфлота;12;Сходненская;Досфлота, 10
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292676773/;Москва;sale;flat;3;13;2;32.8;22700000;Даниловский;Подольское шоссе;3;Тульская;Logos
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303923705/;Москва;sale;flat;2;15;2;69.6;23000000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
ID 100604708;homeowner;https://www.cian.ru/sale/flat/303934208/;Москва;sale;flat;3;17;2;51.0;23200000;Филевский парк; Василисы Кожиной;14К2;Багратионовская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/295719676/;Москва;sale;flat;7;8;2;69.0;23490000;Ломоносовский;Ленинский проспект;83;Университет;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303444709/;Москва;sale;flat;3;9;2;44.0;23750000;Хамовники; Хамовнический Вал;8;Спортивная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304389121/;Москва;sale;flat;2;12;2;56.3;24000000;Аэропорт; Усиевича;29К2;Сокол;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302233148/;Москва;sale;flat;10;27;1;60.3;24490000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304647079/;Москва;sale;flat;35;41;1;42.1;24500000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304291183/;Москва;sale;flat;13;17;2;49.2;24600000;Хорошево-Мневники;Карамышевская набережная;4к1;Народное Ополчение;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/295529312/;Москва;sale;flat;4;5;1;27.0;24700000;Тверской; Петровка;26С3;Пушкинская;La Rue
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302722408/;Москва;sale;flat;18;30;1;44.3;25000000;Марфино; Академика Королева;21;Останкино;Дом Достижение
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299370205/;Москва;sale;flat;2;17;2;65.0;24990000;Раменки;Мичуринский проспект;9К3;Раменки;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304347794/;Москва;sale;flat;22;37;2;46.4;24990000;Войковский;Головинское шоссе;10Б;Водный стадион;Маяковский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303685042/;Москва;sale;flat;13;26;2;60.5;25450000;Кунцево; Академика Павлова;40;Молодёжная;Академика Павлова
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301322086/;Москва;sale;flat;12;28;2;49.6;26000000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
Dominanta;developer;https://www.cian.ru/sale/flat/300728789/;Москва;sale;flat;12;41;1;36.52;26440480;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
AR Realty - Real Estate Agency;real_estate_agent;https://www.cian.ru/sale/flat/300509238/;Москва;sale;flat;17;27;2;56.0;26500000;Хорошевский; Зорге;9к2;Полежаевская;Рихард
Татьяна Иванова;realtor;https://www.cian.ru/sale/flat/304329111/;Москва;sale;flat;14;30;2;53.0;26800000;Алексеевский;Староалексеевская ;5А;Алексеевская;Лайм
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300858461/;Москва;sale;flat;13;17;2;45.0;27200000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303589204/;Москва;sale;flat;11;32;2;60.0;28000000;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292676770/;Москва;sale;flat;3;13;2;41.1;28200000;Даниловский;Подольское шоссе;3;Тульская;Logos
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304544592/;Москва;sale;flat;21;30;2;68.8;28500000;Южнопортовый;Волгоградский проспект;32/3к7;Угрешская;Метрополия
